,sentiments_x1
117,Not Valid
118,Not Valid
119,Not Valid
120,Not Valid
121,0.8389449119567871
122,Not Valid
123,Not Valid
124,Not Valid
125,Not Valid
126,Not Valid
127,0.973244309425354
128,Not Valid
129,Not Valid
130,0.10972470045089722
131,0.11277034878730774
132,0.5
133,Not Valid
134,Not Valid
135,Not Valid
136,0.019360840320587158
137,Not Valid
138,Not Valid
139,0.8337706327438354
140,Not Valid
141,Not Valid
142,Not Valid
143,0.09440332651138306
144,Not Valid
145,Not Valid
146,Not Valid
147,Not Valid
148,0.12649720907211304
149,Not Valid
150,0.8254209756851196
151,Not Valid
152,0.02859392762184143
153,0.8901791572570801
154,Not Valid
155,Not Valid
156,Not Valid
157,0.030572712421417236
158,Not Valid
159,Not Valid
160,0.15172725915908813
161,Not Valid
162,Not Valid
163,Not Valid
164,Not Valid
165,0.10581213235855103
166,Not Valid
167,Not Valid
168,Not Valid
169,Not Valid
170,Not Valid
171,Not Valid
172,Not Valid
173,0.11508837342262268
174,Not Valid
175,Not Valid
176,0.7831078171730042
177,Not Valid
178,Not Valid
179,Not Valid
180,Not Valid
181,Not Valid
182,Not Valid
183,Not Valid
184,0.9597606658935547
185,0.9125804901123047
186,Not Valid
187,Not Valid
188,Not Valid
189,Not Valid
190,Not Valid
191,Not Valid
192,0.04868215322494507
193,Not Valid
194,Not Valid
195,Not Valid
196,Not Valid
197,Not Valid
198,0.0711592435836792
199,Not Valid
200,Not Valid
201,Not Valid
202,Not Valid
203,Not Valid
204,Not Valid
205,Not Valid
206,Not Valid
207,0.7787913084030151
208,Not Valid
209,Not Valid
210,0.05579325556755066
211,0.723128616809845
212,Not Valid
213,Not Valid
214,Not Valid
215,Not Valid
216,0.9317537546157837
217,Not Valid
218,Not Valid
219,Not Valid
220,0.9870799779891968
221,Not Valid
222,Not Valid
223,Not Valid
224,Not Valid
225,0.9140840768814087
226,Not Valid
227,Not Valid
228,0.9849376678466797
229,Not Valid
230,0.9516838788986206
231,Not Valid
232,Not Valid
233,Not Valid
234,Not Valid
235,0.9746465086936951
236,0.9580243825912476
237,Not Valid
238,Not Valid
239,Not Valid
240,Not Valid
241,Not Valid
242,0.20893678069114685
243,0.8943812847137451
244,Not Valid
245,Not Valid
246,Not Valid
247,0.9215778112411499
248,Not Valid
249,0.9129973649978638
250,Not Valid
251,Not Valid
252,0.994075357913971
253,Not Valid
254,Not Valid
255,Not Valid
256,Not Valid
257,0.8022574186325073
258,Not Valid
259,Not Valid
260,0.9477710723876953
261,Not Valid
262,Not Valid
263,Not Valid
264,Not Valid
265,Not Valid
266,Not Valid
267,0.8473241329193115
268,Not Valid
269,0.9281775951385498
270,Not Valid
271,0.24385762214660645
272,0.7591384649276733
273,Not Valid
274,Not Valid
275,0.9376529455184937
276,Not Valid
277,0.947998046875
278,0.8081787824630737
279,Not Valid
280,Not Valid
281,Not Valid
282,0.8303119540214539
283,Not Valid
284,Not Valid
285,0.07517415285110474
286,0.866543173789978
287,Not Valid
288,Not Valid
289,0.014275223016738892
290,0.9223220348358154
291,0.839682936668396
292,Not Valid
293,Not Valid
294,Not Valid
295,Not Valid
296,Not Valid
297,Not Valid
298,Not Valid
299,0.8501182198524475
300,Not Valid
301,Not Valid
302,Not Valid
303,0.9864065647125244
304,Not Valid
305,Not Valid
306,0.0870133638381958
307,Not Valid
308,0.021883666515350342
309,Not Valid
310,0.9418245553970337
311,Not Valid
312,0.7674106359481812
313,Not Valid
314,0.990827202796936
315,Not Valid
316,Not Valid
317,Not Valid
318,Not Valid
319,Not Valid
320,Not Valid
321,Not Valid
322,0.11808466911315918
323,0.797967255115509
324,Not Valid
325,Not Valid
326,0.9872488975524902
327,Not Valid
328,Not Valid
329,Not Valid
330,Not Valid
331,Not Valid
332,Not Valid
333,Not Valid
334,Not Valid
335,Not Valid
336,Not Valid
337,0.9700222611427307
338,Not Valid
339,Not Valid
340,Not Valid
341,0.5
342,0.20505082607269287
343,Not Valid
344,Not Valid
345,0.989840567111969
346,Not Valid
347,Not Valid
348,Not Valid
349,Not Valid
350,Not Valid
351,Not Valid
352,Not Valid
353,Not Valid
354,Not Valid
355,0.9665937423706055
356,Not Valid
357,Not Valid
358,Not Valid
359,Not Valid
360,Not Valid
361,Not Valid
362,Not Valid
363,Not Valid
364,Not Valid
365,Not Valid
366,0.5
367,0.8937687873840332
368,0.16447189450263977
369,Not Valid
370,0.770443856716156
371,0.9972559213638306
372,0.8382349014282227
373,Not Valid
374,Not Valid
375,Not Valid
376,Not Valid
377,Not Valid
378,0.18288177251815796
379,Not Valid
380,Not Valid
381,Not Valid
382,Not Valid
383,0.7560809850692749
384,0.7753733396530151
385,Not Valid
386,Not Valid
387,Not Valid
388,Not Valid
389,Not Valid
390,Not Valid
391,Not Valid
392,Not Valid
393,Not Valid
394,Not Valid
395,Not Valid
396,Not Valid
397,Not Valid
398,Not Valid
399,Not Valid
400,Not Valid
401,Not Valid
402,Not Valid
403,Not Valid
404,Not Valid
405,Not Valid
406,Not Valid
407,Not Valid
408,Not Valid
409,Not Valid
410,Not Valid
411,Not Valid
412,0.1038530170917511
413,Not Valid
414,Not Valid
415,Not Valid
416,Not Valid
417,Not Valid
418,Not Valid
419,Not Valid
420,0.18209466338157654
421,Not Valid
422,Not Valid
423,0.8489891290664673
424,Not Valid
425,Not Valid
426,Not Valid
427,Not Valid
428,Not Valid
429,Not Valid
430,Not Valid
431,Not Valid
432,0.8201268911361694
433,Not Valid
434,Not Valid
435,Not Valid
436,0.05982425808906555
437,Not Valid
438,Not Valid
439,Not Valid
440,Not Valid
441,Not Valid
442,Not Valid
443,Not Valid
444,Not Valid
445,Not Valid
446,0.14097073674201965
447,0.9262250065803528
448,Not Valid
449,Not Valid
450,Not Valid
451,Not Valid
452,Not Valid
453,0.0018836557865142822
454,Not Valid
455,Not Valid
456,0.7816019058227539
457,0.9759301543235779
458,Not Valid
459,Not Valid
460,Not Valid
461,0.9026668071746826
462,Not Valid
463,Not Valid
464,0.18014797568321228
465,Not Valid
466,0.00626179575920105
467,Not Valid
468,Not Valid
469,Not Valid
470,Not Valid
471,0.21747490763664246
472,Not Valid
473,Not Valid
474,0.04107692837715149
475,Not Valid
476,Not Valid
477,Not Valid
478,Not Valid
479,Not Valid
480,Not Valid
481,0.034352630376815796
482,0.277784526348114
483,Not Valid
484,0.15828466415405273
485,Not Valid
486,Not Valid
487,Not Valid
488,Not Valid
489,Not Valid
490,Not Valid
491,Not Valid
492,Not Valid
493,Not Valid
494,Not Valid
495,Not Valid
496,Not Valid
497,Not Valid
498,Not Valid
499,0.25405508279800415
500,Not Valid
501,Not Valid
502,Not Valid
503,Not Valid
504,Not Valid
505,0.03632783889770508
506,0.09686964750289917
507,Not Valid
508,Not Valid
509,0.9451721906661987
510,0.020587116479873657
511,Not Valid
512,Not Valid
513,Not Valid
514,Not Valid
515,Not Valid
516,Not Valid
517,Not Valid
518,Not Valid
519,0.5
520,Not Valid
521,Not Valid
522,0.9172053337097168
523,Not Valid
524,Not Valid
525,Not Valid
526,Not Valid
527,Not Valid
528,0.152083158493042
529,Not Valid
530,0.7703187465667725
531,Not Valid
532,Not Valid
533,Not Valid
534,Not Valid
535,Not Valid
536,Not Valid
537,Not Valid
538,Not Valid
539,Not Valid
540,0.013417184352874756
541,Not Valid
542,Not Valid
543,0.9929267168045044
544,Not Valid
545,Not Valid
546,Not Valid
547,Not Valid
548,Not Valid
549,Not Valid
550,Not Valid
551,0.9910765886306763
552,Not Valid
553,0.9202319383621216
554,0.05907884240150452
555,Not Valid
556,Not Valid
557,Not Valid
558,Not Valid
559,0.0620761513710022
560,Not Valid
561,0.1810360848903656
562,Not Valid
563,Not Valid
564,Not Valid
565,Not Valid
566,0.8778772950172424
567,Not Valid
568,0.9244778156280518
569,0.060055941343307495
570,Not Valid
571,Not Valid
572,Not Valid
573,0.24613016843795776
574,Not Valid
575,Not Valid
576,0.010681718587875366
577,Not Valid
578,Not Valid
579,Not Valid
580,Not Valid
581,0.23848551511764526
582,Not Valid
583,Not Valid
584,Not Valid
585,Not Valid
586,Not Valid
587,Not Valid
588,Not Valid
589,Not Valid
590,0.7676475048065186
591,Not Valid
592,Not Valid
593,Not Valid
594,Not Valid
595,Not Valid
596,Not Valid
597,Not Valid
598,Not Valid
599,Not Valid
600,Not Valid
601,Not Valid
602,0.9736876487731934
603,0.8509869575500488
604,0.8652651309967041
605,0.9670246839523315
606,Not Valid
607,0.07216796278953552
608,Not Valid
609,0.9222951531410217
610,Not Valid
611,Not Valid
612,Not Valid
613,0.7721976637840271
614,Not Valid
615,0.03123706579208374
616,Not Valid
617,0.9717051982879639
618,Not Valid
619,Not Valid
620,Not Valid
621,Not Valid
622,Not Valid
623,Not Valid
624,Not Valid
625,Not Valid
626,0.7903248071670532
627,Not Valid
628,Not Valid
629,Not Valid
630,Not Valid
631,Not Valid
632,Not Valid
633,Not Valid
634,Not Valid
635,0.07461446523666382
636,Not Valid
637,0.9907620549201965
638,Not Valid
639,Not Valid
640,Not Valid
641,Not Valid
642,Not Valid
643,Not Valid
644,Not Valid
645,Not Valid
646,Not Valid
647,0.15834864974021912
648,0.9042093753814697
649,Not Valid
650,Not Valid
651,Not Valid
652,Not Valid
653,0.011058062314987183
654,Not Valid
655,Not Valid
656,Not Valid
657,Not Valid
658,Not Valid
659,0.9597907066345215
660,0.8544853925704956
661,0.8732436895370483
662,0.07416421175003052
663,0.963700532913208
664,Not Valid
665,Not Valid
666,0.14536446332931519
667,Not Valid
668,Not Valid
669,0.895251989364624
670,0.07347449660301208
671,0.9207426309585571
672,Not Valid
673,0.10018756985664368
674,0.027295082807540894
675,0.5
676,0.3129193186759949
677,Not Valid
678,Not Valid
679,0.8530551195144653
680,0.7415077090263367
681,0.5
682,Not Valid
683,Not Valid
684,0.9207113981246948
685,0.015239059925079346
686,0.8049446940422058
687,Not Valid
688,Not Valid
689,Not Valid
690,0.019992202520370483
691,0.1834055781364441
692,Not Valid
693,Not Valid
694,0.19595232605934143
695,0.9322023987770081
696,0.08620116114616394
697,Not Valid
698,0.1099901795387268
699,0.043868184089660645
700,0.897020161151886
701,0.02314382791519165
702,Not Valid
703,Not Valid
704,Not Valid
705,Not Valid
706,Not Valid
707,Not Valid
708,0.01100832223892212
709,Not Valid
710,0.8043228983879089
711,Not Valid
712,Not Valid
713,Not Valid
714,Not Valid
715,Not Valid
716,Not Valid
717,0.07202628254890442
718,Not Valid
719,Not Valid
720,Not Valid
721,Not Valid
722,0.8177309036254883
723,Not Valid
724,0.01541849970817566
725,0.23093655705451965
726,Not Valid
727,0.042059868574142456
728,Not Valid
729,Not Valid
730,Not Valid
731,0.8350850343704224
732,Not Valid
733,0.9633947610855103
734,Not Valid
735,0.9008267521858215
736,0.9811786413192749
737,Not Valid
738,Not Valid
739,Not Valid
740,0.9942548274993896
741,Not Valid
742,Not Valid
743,Not Valid
744,Not Valid
745,Not Valid
746,Not Valid
747,Not Valid
748,Not Valid
749,Not Valid
750,Not Valid
751,Not Valid
752,Not Valid
753,Not Valid
754,Not Valid
755,Not Valid
756,0.02396056056022644
757,0.20700719952583313
758,Not Valid
759,Not Valid
760,Not Valid
761,Not Valid
762,Not Valid
763,Not Valid
764,Not Valid
765,Not Valid
766,Not Valid
767,0.04810109734535217
768,Not Valid
769,0.963453471660614
770,Not Valid
771,Not Valid
772,0.12613680958747864
773,Not Valid
774,Not Valid
775,Not Valid
776,Not Valid
777,Not Valid
778,Not Valid
779,Not Valid
780,Not Valid
781,Not Valid
782,Not Valid
783,Not Valid
784,Not Valid
785,Not Valid
786,Not Valid
787,Not Valid
788,Not Valid
789,Not Valid
790,Not Valid
791,0.2263103425502777
792,0.1678038239479065
793,Not Valid
794,Not Valid
795,Not Valid
796,Not Valid
797,Not Valid
798,0.06595659255981445
799,0.008136779069900513
800,0.05874112248420715
801,0.04982808232307434
802,Not Valid
803,Not Valid
804,Not Valid
805,Not Valid
806,0.02596527338027954
807,0.1756439507007599
808,0.038201212882995605
809,Not Valid
810,Not Valid
811,Not Valid
812,0.8564890623092651
813,0.00626179575920105
814,Not Valid
815,Not Valid
816,Not Valid
817,0.06968677043914795
818,Not Valid
819,0.024700641632080078
820,0.2032417356967926
821,Not Valid
822,Not Valid
823,Not Valid
824,0.7850116491317749
825,Not Valid
826,Not Valid
827,Not Valid
828,0.8547026515007019
829,Not Valid
830,0.9407039880752563
831,Not Valid
832,Not Valid
833,Not Valid
834,Not Valid
835,Not Valid
836,Not Valid
837,Not Valid
838,Not Valid
839,0.8060625791549683
840,Not Valid
841,0.8273221254348755
842,0.07497468590736389
843,0.8299484848976135
844,Not Valid
845,Not Valid
846,Not Valid
847,0.870964765548706
848,Not Valid
849,Not Valid
850,Not Valid
851,Not Valid
852,Not Valid
853,Not Valid
854,Not Valid
855,Not Valid
856,0.7621485590934753
857,Not Valid
858,Not Valid
859,0.8024306893348694
860,Not Valid
861,Not Valid
862,Not Valid
863,Not Valid
864,0.9546733498573303
865,Not Valid
866,Not Valid
867,Not Valid
868,Not Valid
869,Not Valid
870,0.159608393907547
871,Not Valid
872,0.9487895965576172
873,Not Valid
874,Not Valid
875,Not Valid
876,Not Valid
877,0.9420819878578186
878,Not Valid
879,0.9006410837173462
880,Not Valid
881,0.7663586735725403
882,Not Valid
883,0.1910792589187622
884,0.07991525530815125
885,Not Valid
886,Not Valid
887,Not Valid
888,0.08904346823692322
889,0.2684118151664734
890,Not Valid
891,Not Valid
892,Not Valid
893,Not Valid
894,Not Valid
895,0.025324076414108276
896,Not Valid
897,Not Valid
898,0.15497249364852905
899,Not Valid
900,Not Valid
901,Not Valid
902,Not Valid
903,Not Valid
904,Not Valid
905,Not Valid
906,Not Valid
907,Not Valid
908,Not Valid
909,Not Valid
910,Not Valid
911,Not Valid
912,Not Valid
913,Not Valid
914,Not Valid
915,Not Valid
916,Not Valid
917,Not Valid
918,Not Valid
919,0.020361244678497314
920,Not Valid
921,Not Valid
922,Not Valid
923,Not Valid
924,0.07883197069168091
925,Not Valid
926,0.9753400087356567
927,Not Valid
928,Not Valid
929,0.07114925980567932
930,Not Valid
931,0.8943960070610046
932,Not Valid
933,0.00906112790107727
934,Not Valid
935,Not Valid
936,0.05664941668510437
937,Not Valid
938,Not Valid
939,Not Valid
940,Not Valid
941,Not Valid
942,Not Valid
943,0.08365505933761597
944,Not Valid
945,Not Valid
946,Not Valid
947,0.9336506128311157
948,0.056473225355148315
949,Not Valid
950,Not Valid
951,0.9017764329910278
952,Not Valid
953,Not Valid
954,Not Valid
955,Not Valid
956,Not Valid
957,Not Valid
958,Not Valid
959,Not Valid
960,Not Valid
961,Not Valid
962,Not Valid
963,Not Valid
964,Not Valid
965,Not Valid
966,Not Valid
967,Not Valid
968,Not Valid
969,Not Valid
970,Not Valid
971,Not Valid
972,Not Valid
973,Not Valid
974,Not Valid
975,Not Valid
976,0.01600968837738037
977,0.025838077068328857
978,Not Valid
979,Not Valid
980,Not Valid
981,Not Valid
982,Not Valid
983,Not Valid
984,Not Valid
985,Not Valid
986,Not Valid
987,Not Valid
988,Not Valid
989,0.16894018650054932
990,Not Valid
991,Not Valid
992,Not Valid
993,Not Valid
994,Not Valid
995,Not Valid
996,Not Valid
997,Not Valid
998,Not Valid
999,Not Valid
1000,Not Valid
1001,0.10393485426902771
1002,Not Valid
1003,Not Valid
1004,Not Valid
1005,Not Valid
1006,Not Valid
1007,Not Valid
1008,0.13885295391082764
1009,Not Valid
1010,Not Valid
1011,Not Valid
1012,Not Valid
1013,0.8713679909706116
1014,Not Valid
1015,Not Valid
1016,0.8498049974441528
1017,Not Valid
1018,Not Valid
1019,Not Valid
1020,0.13507428765296936
1021,Not Valid
1022,0.2077142298221588
1023,0.8846085667610168
1024,0.9911830425262451
1025,0.820734977722168
1026,Not Valid
1027,Not Valid
1028,Not Valid
1029,0.013333916664123535
1030,Not Valid
1031,0.7742639183998108
1032,Not Valid
1033,0.9340591430664062
1034,0.9368263483047485
1035,0.8958171010017395
1036,Not Valid
1037,Not Valid
1038,Not Valid
1039,Not Valid
1040,Not Valid
1041,Not Valid
1042,Not Valid
1043,Not Valid
1044,Not Valid
1045,Not Valid
1046,Not Valid
1047,Not Valid
1048,Not Valid
1049,Not Valid
1050,Not Valid
1051,Not Valid
1052,Not Valid
1053,0.22134673595428467
1054,Not Valid
1055,Not Valid
1056,Not Valid
1057,Not Valid
1058,0.8996912837028503
1059,0.9938133955001831
1060,0.09937825798988342
1061,Not Valid
1062,Not Valid
1063,Not Valid
1064,Not Valid
1065,Not Valid
1066,0.8603405356407166
1067,Not Valid
1068,0.1808846890926361
1069,Not Valid
1070,0.9579547643661499
1071,Not Valid
1072,Not Valid
1073,Not Valid
1074,Not Valid
1075,Not Valid
1076,Not Valid
1077,Not Valid
1078,0.2606390416622162
1079,Not Valid
1080,Not Valid
1081,Not Valid
1082,Not Valid
1083,Not Valid
1084,0.030201345682144165
1085,Not Valid
1086,Not Valid
1087,Not Valid
1088,Not Valid
1089,Not Valid
1090,0.09579390287399292
1091,Not Valid
1092,Not Valid
1093,Not Valid
1094,Not Valid
1095,Not Valid
1096,Not Valid
1097,0.08129125833511353
1098,0.2021573781967163
1099,Not Valid
1100,0.11486589908599854
1101,Not Valid
1102,Not Valid
1103,Not Valid
1104,Not Valid
1105,Not Valid
1106,Not Valid
1107,0.06954887509346008
1108,Not Valid
1109,0.8394099473953247
1110,Not Valid
1111,Not Valid
1112,0.05522152781486511
1113,Not Valid
1114,0.20807388424873352
1115,Not Valid
1116,Not Valid
1117,Not Valid
1118,Not Valid
1119,Not Valid
1120,Not Valid
1121,Not Valid
1122,Not Valid
1123,Not Valid
1124,Not Valid
1125,Not Valid
1126,Not Valid
1127,Not Valid
1128,0.03558206558227539
1129,0.9344428181648254
1130,Not Valid
1131,Not Valid
1132,0.5
1133,0.8171731233596802
1134,Not Valid
1135,Not Valid
1136,Not Valid
1137,Not Valid
1138,Not Valid
1139,Not Valid
1140,Not Valid
1141,Not Valid
1142,Not Valid
1143,Not Valid
1144,Not Valid
1145,Not Valid
1146,Not Valid
1147,Not Valid
1148,Not Valid
1149,Not Valid
1150,Not Valid
1151,Not Valid
1152,0.9542590379714966
1153,Not Valid
1154,Not Valid
1155,Not Valid
1156,Not Valid
1157,0.9332119226455688
1158,Not Valid
1159,Not Valid
1160,Not Valid
1161,0.12016448378562927
1162,Not Valid
1163,Not Valid
1164,Not Valid
1165,Not Valid
1166,Not Valid
1167,Not Valid
1168,Not Valid
1169,0.7606855630874634
1170,Not Valid
1171,Not Valid
1172,Not Valid
1173,Not Valid
1174,Not Valid
1175,Not Valid
1176,Not Valid
1177,Not Valid
1178,Not Valid
1179,Not Valid
1180,Not Valid
1181,Not Valid
1182,Not Valid
1183,Not Valid
1184,Not Valid
1185,Not Valid
1186,0.9911514520645142
1187,Not Valid
1188,Not Valid
1189,Not Valid
1190,Not Valid
1191,Not Valid
1192,0.9879622459411621
1193,0.8897712230682373
1194,Not Valid
1195,Not Valid
1196,Not Valid
1197,Not Valid
1198,Not Valid
1199,Not Valid
1200,Not Valid
1201,Not Valid
1202,Not Valid
1203,Not Valid
1204,0.7421074509620667
1205,0.14849907159805298
1206,Not Valid
1207,Not Valid
1208,Not Valid
1209,Not Valid
1210,Not Valid
1211,Not Valid
1212,Not Valid
1213,Not Valid
1214,Not Valid
1215,Not Valid
1216,Not Valid
1217,Not Valid
1218,Not Valid
1219,Not Valid
1220,Not Valid
1221,Not Valid
1222,Not Valid
1223,Not Valid
1224,Not Valid
1225,Not Valid
1226,Not Valid
1227,Not Valid
1228,Not Valid
1229,Not Valid
1230,0.9806797504425049
1231,Not Valid
1232,Not Valid
1233,Not Valid
1234,Not Valid
1235,Not Valid
1236,Not Valid
1237,Not Valid
1238,0.0534227192401886
1239,Not Valid
1240,Not Valid
1241,Not Valid
1242,Not Valid
1243,Not Valid
1244,Not Valid
1245,Not Valid
1246,Not Valid
1247,0.23081940412521362
1248,Not Valid
1249,Not Valid
1250,Not Valid
1251,Not Valid
1252,Not Valid
1253,Not Valid
1254,0.9711421728134155
1255,Not Valid
1256,0.013742566108703613
1257,Not Valid
1258,Not Valid
1259,0.0638866126537323
1260,Not Valid
1261,Not Valid
1262,0.9600553512573242
1263,0.9522956609725952
1264,Not Valid
1265,0.9510037899017334
1266,Not Valid
1267,0.022530585527420044
1268,Not Valid
1269,Not Valid
1270,Not Valid
1271,Not Valid
1272,Not Valid
1273,Not Valid
1274,Not Valid
1275,0.7783390283584595
1276,Not Valid
1277,0.9700317978858948
1278,0.9313504695892334
1279,Not Valid
1280,Not Valid
1281,0.2396722137928009
1282,Not Valid
1283,0.0515902042388916
1284,Not Valid
1285,0.2220923900604248
1286,0.9295464754104614
1287,Not Valid
1288,Not Valid
1289,Not Valid
1290,0.22931167483329773
1291,Not Valid
1292,Not Valid
1293,Not Valid
1294,Not Valid
1295,Not Valid
1296,Not Valid
1297,0.5
1298,Not Valid
1299,Not Valid
1300,0.830060601234436
1301,Not Valid
1302,Not Valid
1303,Not Valid
1304,Not Valid
1305,Not Valid
1306,Not Valid
1307,Not Valid
1308,0.9879622459411621
1309,Not Valid
1310,0.9701276421546936
1311,0.8426820039749146
1312,0.9369959235191345
1313,0.5
1314,Not Valid
1315,0.9426963329315186
1316,Not Valid
1317,0.9970079660415649
1318,0.07733762264251709
1319,0.1557719111442566
1320,Not Valid
1321,Not Valid
1322,0.015976428985595703
1323,Not Valid
1324,Not Valid
1325,Not Valid
1326,0.22923189401626587
1327,Not Valid
1328,0.1457853615283966
1329,Not Valid
1330,Not Valid
1331,Not Valid
1332,Not Valid
1333,Not Valid
1334,Not Valid
1335,0.09424600005149841
1336,Not Valid
1337,Not Valid
1338,Not Valid
1339,Not Valid
1340,Not Valid
1341,Not Valid
1342,0.03229138255119324
1343,0.17108038067817688
1344,0.020623713731765747
1345,Not Valid
1346,Not Valid
1347,0.8024790287017822
1348,Not Valid
1349,0.933434009552002
1350,Not Valid
1351,Not Valid
1352,0.044007301330566406
1353,0.2003559172153473
1354,0.040478527545928955
1355,Not Valid
1356,0.08926188945770264
1357,Not Valid
1358,Not Valid
1359,Not Valid
1360,Not Valid
1361,Not Valid
1362,0.7609615325927734
1363,Not Valid
1364,Not Valid
1365,0.06764128804206848
1366,0.07581716775894165
1367,Not Valid
1368,Not Valid
1369,0.09327274560928345
1370,Not Valid
1371,0.15672200918197632
1372,Not Valid
1373,0.06262487173080444
1374,0.10077130794525146
1375,0.11424285173416138
1376,Not Valid
1377,0.03722599148750305
1378,Not Valid
1379,0.1460268795490265
1380,0.030359119176864624
1381,Not Valid
1382,0.20749616622924805
1383,Not Valid
1384,Not Valid
1385,0.7758070230484009
1386,Not Valid
1387,0.9155375361442566
1388,0.790931224822998
1389,Not Valid
1390,Not Valid
1391,0.16500982642173767
1392,Not Valid
1393,Not Valid
1394,Not Valid
1395,Not Valid
1396,0.7820730209350586
1397,0.09962621331214905
1398,Not Valid
1399,Not Valid
1400,0.9600553512573242
1401,0.8301389217376709
1402,0.9551095366477966
1403,Not Valid
1404,0.9674874544143677
1405,Not Valid
1406,0.9819730520248413
1407,Not Valid
1408,Not Valid
1409,Not Valid
1410,0.06506279110908508
1411,0.02375677227973938
1412,0.052240580320358276
1413,0.9184244871139526
1414,Not Valid
1415,Not Valid
1416,Not Valid
1417,Not Valid
1418,0.04638957977294922
1419,Not Valid
1420,0.7461004257202148
1421,Not Valid
1422,Not Valid
1423,Not Valid
1424,Not Valid
1425,0.16184332966804504
1426,Not Valid
1427,Not Valid
1428,0.8392820358276367
1429,Not Valid
1430,0.1276598870754242
1431,0.8916339874267578
1432,Not Valid
1433,Not Valid
1434,0.9825112819671631
1435,Not Valid
1436,0.8734418749809265
1437,Not Valid
1438,Not Valid
1439,Not Valid
1440,Not Valid
1441,0.04010242223739624
1442,Not Valid
1443,0.21905481815338135
1444,Not Valid
1445,Not Valid
1446,Not Valid
1447,Not Valid
1448,0.06035912036895752
1449,Not Valid
1450,Not Valid
1451,Not Valid
1452,Not Valid
1453,Not Valid
1454,Not Valid
1455,Not Valid
1456,0.11152932047843933
1457,Not Valid
1458,0.9582244753837585
1459,Not Valid
1460,Not Valid
1461,0.06121480464935303
1462,Not Valid
1463,Not Valid
1464,Not Valid
1465,Not Valid
1466,Not Valid
1467,Not Valid
1468,Not Valid
1469,Not Valid
1470,Not Valid
1471,0.01817992329597473
1472,0.013678371906280518
1473,Not Valid
1474,Not Valid
1475,Not Valid
1476,0.04775306582450867
1477,Not Valid
1478,Not Valid
1479,Not Valid
1480,Not Valid
1481,Not Valid
1482,Not Valid
1483,Not Valid
1484,0.9475955367088318
1485,Not Valid
1486,Not Valid
1487,Not Valid
1488,0.9442265033721924
1489,0.0617256760597229
1490,Not Valid
1491,0.966062068939209
1492,Not Valid
1493,Not Valid
1494,Not Valid
1495,0.044385820627212524
1496,0.13482415676116943
1497,Not Valid
1498,0.7894566059112549
1499,0.14800521731376648
1500,Not Valid
1501,Not Valid
1502,Not Valid
1503,0.9100821018218994
1504,Not Valid
1505,Not Valid
1506,Not Valid
1507,Not Valid
1508,Not Valid
1509,0.9930121898651123
1510,0.7705467939376831
1511,0.04314175248146057
1512,Not Valid
1513,Not Valid
1514,Not Valid
1515,Not Valid
1516,Not Valid
1517,Not Valid
1518,Not Valid
1519,Not Valid
1520,Not Valid
1521,0.5
1522,Not Valid
1523,Not Valid
1524,Not Valid
1525,0.9574724435806274
1526,Not Valid
1527,0.10571220517158508
1528,Not Valid
1529,Not Valid
1530,0.9313204288482666
1531,0.22878572344779968
1532,Not Valid
1533,0.9768682718276978
1534,Not Valid
1535,Not Valid
1536,0.11784932017326355
1537,Not Valid
