,sentiments_y
7855,Not Valid
7856,Not Valid
7857,Not Valid
7858,Not Valid
7859,Not Valid
7860,Not Valid
7861,Not Valid
7862,Not Valid
7863,Not Valid
7864,Not Valid
7865,Not Valid
7866,Not Valid
7867,Not Valid
7868,Not Valid
7869,Not Valid
7870,Not Valid
7871,Not Valid
7872,Not Valid
7873,Not Valid
7874,Not Valid
7875,0.767259418964386
7876,Not Valid
7877,Not Valid
7878,Not Valid
7879,Not Valid
7880,Not Valid
7881,Not Valid
7882,Not Valid
7883,Not Valid
7884,Not Valid
7885,Not Valid
7886,0.8348532915115356
7887,Not Valid
7888,Not Valid
7889,Not Valid
7890,Not Valid
7891,Not Valid
7892,Not Valid
7893,Not Valid
7894,Not Valid
7895,Not Valid
7896,Not Valid
7897,Not Valid
7898,Not Valid
7899,Not Valid
7900,Not Valid
7901,Not Valid
7902,Not Valid
7903,Not Valid
7904,Not Valid
7905,Not Valid
7906,Not Valid
7907,Not Valid
7908,Not Valid
7909,Not Valid
7910,Not Valid
7911,Not Valid
7912,Not Valid
7913,Not Valid
7914,Not Valid
7915,Not Valid
7916,Not Valid
7917,Not Valid
7918,Not Valid
7919,Not Valid
7920,Not Valid
7921,Not Valid
7922,Not Valid
7923,Not Valid
7924,Not Valid
7925,Not Valid
7926,Not Valid
7927,Not Valid
7928,Not Valid
7929,Not Valid
7930,Not Valid
7931,Not Valid
7932,Not Valid
7933,Not Valid
7934,Not Valid
7935,Not Valid
7936,Not Valid
7937,Not Valid
7938,Not Valid
7939,Not Valid
7940,Not Valid
7941,Not Valid
7942,Not Valid
7943,Not Valid
7944,Not Valid
7945,Not Valid
7946,Not Valid
7947,Not Valid
7948,Not Valid
7949,Not Valid
7950,Not Valid
7951,Not Valid
7952,Not Valid
7953,Not Valid
7954,Not Valid
7955,Not Valid
7956,Not Valid
7957,0.8806013464927673
7958,Not Valid
7959,Not Valid
7960,Not Valid
7961,Not Valid
7962,Not Valid
7963,Not Valid
7964,Not Valid
7965,Not Valid
7966,Not Valid
7967,Not Valid
7968,Not Valid
7969,Not Valid
7970,Not Valid
7971,Not Valid
7972,Not Valid
7973,Not Valid
7974,Not Valid
7975,Not Valid
7976,Not Valid
7977,Not Valid
7978,Not Valid
7979,Not Valid
7980,Not Valid
7981,Not Valid
7982,Not Valid
7983,Not Valid
7984,Not Valid
7985,Not Valid
7986,Not Valid
7987,Not Valid
7988,Not Valid
7989,Not Valid
7990,Not Valid
7991,Not Valid
7992,Not Valid
7993,Not Valid
7994,Not Valid
7995,Not Valid
7996,Not Valid
7997,Not Valid
7998,Not Valid
7999,Not Valid
8000,Not Valid
8001,Not Valid
8002,Not Valid
8003,Not Valid
8004,Not Valid
8005,Not Valid
8006,Not Valid
8007,Not Valid
8008,Not Valid
8009,Not Valid
8010,Not Valid
8011,Not Valid
8012,Not Valid
8013,Not Valid
8014,Not Valid
8015,Not Valid
8016,Not Valid
8017,Not Valid
8018,Not Valid
8019,Not Valid
8020,Not Valid
8021,Not Valid
8022,Not Valid
8023,Not Valid
8024,Not Valid
8025,Not Valid
8026,Not Valid
8027,Not Valid
8028,Not Valid
8029,Not Valid
8030,Not Valid
8031,Not Valid
8032,Not Valid
8033,Not Valid
8034,Not Valid
8035,Not Valid
8036,Not Valid
8037,Not Valid
8038,Not Valid
8039,Not Valid
8040,Not Valid
8041,Not Valid
8042,Not Valid
8043,Not Valid
8044,Not Valid
8045,Not Valid
8046,Not Valid
8047,Not Valid
8048,Not Valid
8049,Not Valid
8050,Not Valid
8051,Not Valid
8052,Not Valid
8053,Not Valid
8054,Not Valid
8055,Not Valid
8056,Not Valid
8057,Not Valid
8058,Not Valid
8059,Not Valid
8060,Not Valid
8061,Not Valid
8062,Not Valid
8063,Not Valid
8064,Not Valid
8065,Not Valid
8066,Not Valid
8067,Not Valid
8068,Not Valid
8069,Not Valid
8070,Not Valid
8071,Not Valid
8072,Not Valid
8073,Not Valid
8074,Not Valid
8075,Not Valid
8076,Not Valid
8077,Not Valid
8078,Not Valid
8079,Not Valid
8080,Not Valid
8081,Not Valid
8082,Not Valid
8083,Not Valid
8084,Not Valid
8085,Not Valid
8086,Not Valid
8087,Not Valid
8088,Not Valid
8089,Not Valid
8090,Not Valid
8091,Not Valid
8092,Not Valid
8093,Not Valid
8094,Not Valid
8095,0.017709732055664062
8096,Not Valid
8097,0.1411004364490509
8098,0.9192109107971191
8099,0.7434332966804504
8100,Not Valid
8101,Not Valid
8102,Not Valid
8103,Not Valid
8104,0.9357428550720215
8105,Not Valid
8106,Not Valid
8107,Not Valid
8108,Not Valid
8109,Not Valid
8110,Not Valid
8111,Not Valid
8112,Not Valid
8113,Not Valid
8114,Not Valid
8115,Not Valid
8116,Not Valid
8117,Not Valid
8118,Not Valid
8119,Not Valid
8120,Not Valid
8121,Not Valid
8122,Not Valid
8123,Not Valid
8124,Not Valid
8125,Not Valid
8126,Not Valid
8127,Not Valid
8128,Not Valid
8129,Not Valid
8130,Not Valid
8131,Not Valid
8132,Not Valid
8133,Not Valid
8134,Not Valid
8135,Not Valid
8136,Not Valid
8137,Not Valid
8138,Not Valid
8139,Not Valid
8140,Not Valid
8141,Not Valid
8142,Not Valid
8143,Not Valid
8144,Not Valid
8145,Not Valid
8146,Not Valid
8147,Not Valid
8148,Not Valid
8149,Not Valid
8150,Not Valid
8151,Not Valid
8152,Not Valid
8153,Not Valid
8154,Not Valid
8155,Not Valid
8156,Not Valid
8157,Not Valid
8158,Not Valid
8159,Not Valid
8160,Not Valid
8161,Not Valid
8162,0.10392206907272339
8163,Not Valid
8164,Not Valid
8165,0.18705594539642334
8166,Not Valid
8167,Not Valid
8168,0.3110688328742981
8169,Not Valid
8170,Not Valid
8171,Not Valid
8172,Not Valid
8173,0.2026023268699646
8174,Not Valid
8175,Not Valid
8176,Not Valid
8177,Not Valid
8178,Not Valid
8179,Not Valid
8180,Not Valid
8181,Not Valid
8182,Not Valid
8183,Not Valid
8184,Not Valid
8185,Not Valid
8186,Not Valid
8187,Not Valid
8188,Not Valid
8189,Not Valid
8190,Not Valid
8191,Not Valid
8192,Not Valid
8193,Not Valid
8194,Not Valid
8195,Not Valid
8196,Not Valid
8197,Not Valid
8198,Not Valid
8199,Not Valid
8200,Not Valid
8201,Not Valid
8202,Not Valid
8203,Not Valid
8204,Not Valid
8205,Not Valid
8206,Not Valid
8207,Not Valid
8208,Not Valid
8209,Not Valid
8210,Not Valid
8211,Not Valid
8212,Not Valid
8213,Not Valid
8214,Not Valid
8215,Not Valid
8216,Not Valid
8217,Not Valid
8218,Not Valid
8219,Not Valid
8220,Not Valid
8221,Not Valid
8222,Not Valid
8223,Not Valid
8224,Not Valid
8225,Not Valid
8226,Not Valid
8227,Not Valid
8228,Not Valid
8229,Not Valid
8230,Not Valid
8231,Not Valid
8232,Not Valid
8233,Not Valid
8234,Not Valid
8235,Not Valid
8236,Not Valid
8237,0.11629575490951538
8238,Not Valid
8239,Not Valid
8240,Not Valid
8241,0.12517741322517395
8242,Not Valid
8243,Not Valid
8244,0.28199344873428345
8245,0.5
8246,Not Valid
8247,Not Valid
8248,Not Valid
8249,Not Valid
8250,Not Valid
8251,Not Valid
8252,Not Valid
8253,Not Valid
8254,Not Valid
8255,Not Valid
8256,Not Valid
8257,Not Valid
8258,Not Valid
8259,Not Valid
8260,Not Valid
8261,Not Valid
8262,Not Valid
8263,Not Valid
8264,Not Valid
8265,Not Valid
8266,Not Valid
8267,Not Valid
8268,Not Valid
8269,Not Valid
8270,Not Valid
8271,Not Valid
8272,Not Valid
8273,Not Valid
8274,Not Valid
8275,Not Valid
8276,Not Valid
8277,Not Valid
8278,Not Valid
8279,Not Valid
8280,Not Valid
8281,Not Valid
8282,Not Valid
8283,Not Valid
8284,Not Valid
8285,Not Valid
8286,Not Valid
8287,Not Valid
8288,Not Valid
8289,Not Valid
8290,Not Valid
8291,Not Valid
8292,Not Valid
8293,Not Valid
8294,Not Valid
8295,Not Valid
8296,Not Valid
8297,Not Valid
8298,Not Valid
8299,Not Valid
8300,Not Valid
8301,Not Valid
8302,Not Valid
8303,Not Valid
8304,Not Valid
8305,Not Valid
8306,Not Valid
8307,0.23872846364974976
8308,Not Valid
8309,Not Valid
8310,Not Valid
8311,Not Valid
8312,Not Valid
8313,Not Valid
8314,Not Valid
8315,0.9858117699623108
8316,Not Valid
8317,Not Valid
8318,Not Valid
8319,Not Valid
8320,Not Valid
8321,Not Valid
8322,Not Valid
8323,Not Valid
8324,Not Valid
8325,Not Valid
8326,Not Valid
8327,Not Valid
8328,Not Valid
8329,Not Valid
8330,Not Valid
8331,Not Valid
8332,Not Valid
8333,Not Valid
8334,Not Valid
8335,Not Valid
8336,Not Valid
8337,Not Valid
8338,Not Valid
8339,Not Valid
8340,Not Valid
8341,Not Valid
8342,Not Valid
8343,0.2717137932777405
8344,Not Valid
8345,Not Valid
8346,Not Valid
8347,Not Valid
8348,Not Valid
8349,Not Valid
8350,Not Valid
8351,Not Valid
8352,Not Valid
8353,Not Valid
8354,Not Valid
8355,Not Valid
8356,Not Valid
8357,Not Valid
8358,Not Valid
8359,Not Valid
8360,Not Valid
8361,Not Valid
8362,Not Valid
8363,Not Valid
8364,Not Valid
8365,Not Valid
8366,Not Valid
8367,Not Valid
8368,Not Valid
8369,Not Valid
8370,Not Valid
8371,Not Valid
8372,Not Valid
8373,Not Valid
8374,Not Valid
8375,Not Valid
8376,Not Valid
8377,Not Valid
8378,Not Valid
8379,Not Valid
8380,Not Valid
8381,Not Valid
8382,Not Valid
8383,Not Valid
8384,Not Valid
8385,Not Valid
8386,Not Valid
8387,Not Valid
8388,Not Valid
8389,Not Valid
8390,Not Valid
8391,Not Valid
8392,Not Valid
8393,Not Valid
8394,0.8002576231956482
8395,Not Valid
8396,Not Valid
8397,Not Valid
8398,Not Valid
8399,Not Valid
8400,Not Valid
8401,Not Valid
8402,Not Valid
8403,Not Valid
8404,Not Valid
8405,Not Valid
8406,Not Valid
8407,Not Valid
8408,Not Valid
8409,Not Valid
8410,Not Valid
8411,Not Valid
8412,Not Valid
8413,Not Valid
8414,Not Valid
8415,Not Valid
8416,Not Valid
8417,Not Valid
8418,Not Valid
8419,Not Valid
8420,Not Valid
8421,Not Valid
8422,Not Valid
8423,Not Valid
8424,Not Valid
8425,Not Valid
8426,Not Valid
8427,Not Valid
8428,Not Valid
8429,Not Valid
8430,Not Valid
8431,Not Valid
8432,Not Valid
8433,Not Valid
8434,Not Valid
8435,Not Valid
8436,Not Valid
8437,Not Valid
8438,Not Valid
8439,Not Valid
8440,Not Valid
8441,Not Valid
8442,Not Valid
8443,Not Valid
8444,Not Valid
8445,Not Valid
8446,Not Valid
8447,Not Valid
8448,Not Valid
8449,Not Valid
8450,Not Valid
8451,Not Valid
8452,Not Valid
8453,Not Valid
8454,Not Valid
8455,Not Valid
8456,Not Valid
8457,Not Valid
8458,Not Valid
8459,Not Valid
8460,Not Valid
8461,Not Valid
8462,Not Valid
8463,Not Valid
8464,Not Valid
8465,Not Valid
8466,Not Valid
8467,Not Valid
8468,Not Valid
8469,Not Valid
8470,Not Valid
8471,Not Valid
8472,Not Valid
8473,Not Valid
8474,Not Valid
8475,Not Valid
8476,Not Valid
8477,Not Valid
8478,Not Valid
8479,Not Valid
8480,Not Valid
8481,Not Valid
8482,Not Valid
8483,Not Valid
8484,Not Valid
8485,Not Valid
8486,Not Valid
8487,Not Valid
8488,Not Valid
8489,Not Valid
8490,Not Valid
8491,Not Valid
8492,Not Valid
8493,Not Valid
8494,Not Valid
8495,Not Valid
8496,Not Valid
8497,Not Valid
8498,Not Valid
8499,Not Valid
8500,Not Valid
8501,Not Valid
8502,Not Valid
8503,Not Valid
8504,Not Valid
8505,Not Valid
8506,Not Valid
8507,Not Valid
8508,Not Valid
8509,Not Valid
8510,Not Valid
8511,Not Valid
8512,Not Valid
8513,Not Valid
8514,Not Valid
8515,Not Valid
8516,Not Valid
8517,Not Valid
8518,Not Valid
8519,Not Valid
8520,Not Valid
8521,Not Valid
8522,0.7321224212646484
8523,Not Valid
8524,Not Valid
8525,Not Valid
8526,Not Valid
8527,Not Valid
8528,Not Valid
8529,Not Valid
8530,Not Valid
8531,Not Valid
8532,Not Valid
8533,Not Valid
8534,Not Valid
8535,Not Valid
8536,Not Valid
8537,Not Valid
8538,Not Valid
8539,Not Valid
8540,Not Valid
8541,Not Valid
8542,Not Valid
8543,Not Valid
8544,Not Valid
8545,Not Valid
8546,Not Valid
8547,Not Valid
8548,Not Valid
8549,Not Valid
8550,Not Valid
8551,Not Valid
8552,Not Valid
8553,Not Valid
8554,Not Valid
8555,Not Valid
8556,Not Valid
8557,Not Valid
8558,Not Valid
8559,Not Valid
8560,Not Valid
8561,Not Valid
8562,Not Valid
8563,Not Valid
8564,Not Valid
8565,Not Valid
8566,Not Valid
8567,Not Valid
8568,Not Valid
8569,Not Valid
8570,Not Valid
8571,Not Valid
8572,Not Valid
8573,Not Valid
8574,Not Valid
8575,Not Valid
8576,Not Valid
8577,Not Valid
8578,Not Valid
8579,Not Valid
8580,Not Valid
8581,0.9625529050827026
8582,Not Valid
8583,Not Valid
8584,Not Valid
8585,Not Valid
8586,Not Valid
8587,Not Valid
8588,Not Valid
8589,Not Valid
8590,Not Valid
8591,Not Valid
8592,Not Valid
8593,Not Valid
8594,Not Valid
8595,Not Valid
8596,Not Valid
8597,Not Valid
8598,Not Valid
8599,Not Valid
8600,Not Valid
8601,Not Valid
8602,Not Valid
8603,Not Valid
8604,Not Valid
8605,Not Valid
8606,Not Valid
8607,Not Valid
8608,Not Valid
8609,Not Valid
8610,Not Valid
8611,Not Valid
8612,Not Valid
8613,Not Valid
8614,Not Valid
8615,Not Valid
8616,Not Valid
8617,Not Valid
8618,Not Valid
8619,Not Valid
8620,Not Valid
8621,Not Valid
8622,Not Valid
8623,Not Valid
8624,Not Valid
8625,Not Valid
8626,Not Valid
8627,Not Valid
8628,Not Valid
8629,Not Valid
8630,Not Valid
8631,Not Valid
8632,Not Valid
8633,Not Valid
8634,Not Valid
8635,Not Valid
8636,Not Valid
8637,Not Valid
8638,Not Valid
8639,Not Valid
8640,Not Valid
8641,Not Valid
8642,Not Valid
8643,Not Valid
8644,Not Valid
8645,Not Valid
8646,Not Valid
8647,Not Valid
8648,Not Valid
8649,Not Valid
8650,Not Valid
8651,Not Valid
8652,Not Valid
8653,Not Valid
8654,0.7351391315460205
8655,Not Valid
8656,Not Valid
8657,0.20617437362670898
8658,Not Valid
8659,Not Valid
8660,Not Valid
8661,Not Valid
8662,Not Valid
8663,Not Valid
8664,Not Valid
8665,Not Valid
8666,Not Valid
8667,Not Valid
8668,Not Valid
8669,Not Valid
8670,Not Valid
8671,Not Valid
8672,0.5
8673,Not Valid
8674,Not Valid
8675,Not Valid
8676,Not Valid
8677,Not Valid
8678,Not Valid
8679,Not Valid
8680,Not Valid
8681,Not Valid
8682,Not Valid
8683,Not Valid
8684,Not Valid
8685,Not Valid
8686,Not Valid
8687,Not Valid
8688,Not Valid
8689,Not Valid
8690,Not Valid
8691,Not Valid
8692,Not Valid
8693,Not Valid
8694,Not Valid
8695,Not Valid
8696,Not Valid
8697,Not Valid
8698,Not Valid
8699,Not Valid
8700,Not Valid
8701,Not Valid
8702,Not Valid
8703,Not Valid
8704,Not Valid
8705,Not Valid
8706,Not Valid
8707,Not Valid
8708,Not Valid
8709,Not Valid
8710,0.7744698524475098
8711,Not Valid
8712,Not Valid
8713,Not Valid
8714,0.5
8715,Not Valid
8716,Not Valid
8717,Not Valid
8718,Not Valid
8719,Not Valid
8720,Not Valid
8721,Not Valid
8722,Not Valid
8723,Not Valid
8724,Not Valid
8725,Not Valid
8726,Not Valid
8727,Not Valid
8728,Not Valid
8729,Not Valid
8730,Not Valid
8731,Not Valid
8732,Not Valid
8733,Not Valid
8734,Not Valid
8735,Not Valid
8736,Not Valid
8737,Not Valid
8738,Not Valid
8739,Not Valid
8740,Not Valid
8741,Not Valid
8742,Not Valid
8743,Not Valid
8744,Not Valid
8745,Not Valid
8746,Not Valid
8747,Not Valid
8748,Not Valid
8749,Not Valid
8750,Not Valid
8751,Not Valid
8752,Not Valid
8753,Not Valid
8754,Not Valid
8755,Not Valid
8756,Not Valid
8757,Not Valid
8758,Not Valid
8759,Not Valid
8760,Not Valid
8761,Not Valid
8762,Not Valid
8763,Not Valid
8764,Not Valid
8765,Not Valid
8766,Not Valid
8767,Not Valid
8768,Not Valid
8769,Not Valid
8770,Not Valid
8771,Not Valid
8772,Not Valid
8773,Not Valid
8774,Not Valid
8775,Not Valid
8776,Not Valid
8777,Not Valid
8778,Not Valid
8779,Not Valid
8780,Not Valid
8781,Not Valid
8782,Not Valid
8783,Not Valid
8784,Not Valid
8785,Not Valid
8786,Not Valid
8787,Not Valid
8788,Not Valid
8789,Not Valid
8790,Not Valid
8791,Not Valid
8792,Not Valid
8793,Not Valid
8794,Not Valid
8795,Not Valid
8796,Not Valid
8797,Not Valid
8798,Not Valid
8799,Not Valid
8800,Not Valid
8801,Not Valid
8802,Not Valid
8803,Not Valid
8804,Not Valid
8805,Not Valid
8806,Not Valid
8807,Not Valid
8808,Not Valid
8809,Not Valid
8810,Not Valid
8811,Not Valid
8812,Not Valid
8813,Not Valid
8814,Not Valid
8815,Not Valid
8816,Not Valid
8817,Not Valid
8818,Not Valid
8819,Not Valid
8820,Not Valid
8821,Not Valid
8822,Not Valid
8823,Not Valid
8824,Not Valid
8825,Not Valid
8826,Not Valid
8827,Not Valid
8828,Not Valid
8829,Not Valid
8830,Not Valid
8831,Not Valid
8832,Not Valid
8833,Not Valid
8834,Not Valid
8835,Not Valid
8836,Not Valid
8837,Not Valid
8838,Not Valid
8839,Not Valid
8840,Not Valid
8841,Not Valid
8842,Not Valid
8843,Not Valid
8844,Not Valid
8845,Not Valid
8846,Not Valid
8847,Not Valid
8848,Not Valid
8849,Not Valid
8850,Not Valid
8851,Not Valid
8852,Not Valid
8853,Not Valid
8854,Not Valid
8855,Not Valid
8856,Not Valid
8857,Not Valid
8858,Not Valid
8859,Not Valid
8860,Not Valid
8861,Not Valid
8862,Not Valid
8863,Not Valid
8864,Not Valid
8865,Not Valid
8866,Not Valid
8867,Not Valid
8868,Not Valid
8869,Not Valid
8870,Not Valid
8871,Not Valid
8872,Not Valid
8873,Not Valid
8874,Not Valid
8875,Not Valid
8876,Not Valid
8877,Not Valid
8878,Not Valid
8879,Not Valid
8880,0.8258455991744995
8881,Not Valid
8882,Not Valid
8883,Not Valid
8884,Not Valid
8885,Not Valid
8886,Not Valid
8887,Not Valid
8888,Not Valid
8889,Not Valid
8890,Not Valid
8891,Not Valid
8892,Not Valid
8893,Not Valid
8894,Not Valid
8895,Not Valid
8896,Not Valid
8897,Not Valid
8898,Not Valid
8899,Not Valid
8900,Not Valid
8901,Not Valid
8902,Not Valid
8903,Not Valid
8904,Not Valid
8905,Not Valid
8906,Not Valid
8907,Not Valid
8908,Not Valid
8909,Not Valid
8910,0.977591872215271
8911,Not Valid
8912,Not Valid
8913,Not Valid
8914,Not Valid
8915,Not Valid
8916,Not Valid
8917,Not Valid
8918,Not Valid
8919,Not Valid
8920,Not Valid
8921,Not Valid
8922,Not Valid
8923,Not Valid
8924,Not Valid
8925,Not Valid
8926,Not Valid
8927,Not Valid
8928,Not Valid
8929,Not Valid
8930,Not Valid
8931,Not Valid
8932,Not Valid
8933,Not Valid
8934,Not Valid
8935,Not Valid
8936,Not Valid
8937,Not Valid
8938,Not Valid
8939,Not Valid
8940,Not Valid
8941,Not Valid
8942,Not Valid
8943,Not Valid
8944,Not Valid
8945,Not Valid
8946,Not Valid
8947,Not Valid
8948,Not Valid
8949,Not Valid
8950,Not Valid
8951,Not Valid
8952,Not Valid
8953,Not Valid
8954,Not Valid
8955,Not Valid
8956,Not Valid
8957,Not Valid
8958,Not Valid
8959,Not Valid
8960,Not Valid
8961,Not Valid
8962,Not Valid
8963,Not Valid
8964,Not Valid
8965,Not Valid
8966,Not Valid
8967,Not Valid
8968,Not Valid
8969,Not Valid
8970,Not Valid
8971,Not Valid
8972,Not Valid
8973,Not Valid
8974,Not Valid
8975,Not Valid
8976,Not Valid
8977,Not Valid
8978,Not Valid
8979,Not Valid
8980,Not Valid
8981,Not Valid
8982,Not Valid
8983,Not Valid
8984,Not Valid
8985,Not Valid
8986,Not Valid
8987,Not Valid
8988,Not Valid
8989,Not Valid
8990,Not Valid
8991,Not Valid
8992,Not Valid
8993,Not Valid
8994,Not Valid
8995,Not Valid
8996,Not Valid
8997,Not Valid
8998,Not Valid
8999,Not Valid
9000,Not Valid
9001,Not Valid
9002,Not Valid
9003,Not Valid
9004,Not Valid
9005,Not Valid
9006,Not Valid
9007,Not Valid
9008,Not Valid
9009,Not Valid
9010,Not Valid
9011,Not Valid
9012,Not Valid
9013,Not Valid
9014,Not Valid
9015,Not Valid
9016,Not Valid
9017,Not Valid
9018,Not Valid
9019,Not Valid
9020,Not Valid
9021,Not Valid
9022,Not Valid
9023,Not Valid
9024,Not Valid
9025,Not Valid
9026,Not Valid
9027,Not Valid
9028,Not Valid
9029,Not Valid
9030,Not Valid
9031,Not Valid
9032,Not Valid
9033,Not Valid
9034,Not Valid
9035,Not Valid
9036,Not Valid
9037,Not Valid
9038,Not Valid
9039,Not Valid
9040,Not Valid
9041,Not Valid
9042,Not Valid
9043,0.5
9044,Not Valid
9045,Not Valid
9046,Not Valid
9047,Not Valid
9048,Not Valid
9049,Not Valid
9050,Not Valid
9051,0.7800147533416748
9052,Not Valid
9053,Not Valid
9054,Not Valid
9055,Not Valid
9056,Not Valid
9057,Not Valid
9058,Not Valid
9059,Not Valid
9060,Not Valid
9061,Not Valid
9062,Not Valid
9063,Not Valid
9064,Not Valid
9065,Not Valid
9066,Not Valid
9067,Not Valid
9068,Not Valid
9069,Not Valid
9070,Not Valid
9071,Not Valid
9072,Not Valid
9073,Not Valid
9074,Not Valid
9075,Not Valid
9076,Not Valid
9077,Not Valid
9078,Not Valid
9079,Not Valid
9080,0.11680561304092407
9081,Not Valid
9082,Not Valid
9083,Not Valid
9084,Not Valid
9085,Not Valid
9086,Not Valid
9087,Not Valid
9088,Not Valid
9089,Not Valid
9090,Not Valid
9091,Not Valid
9092,Not Valid
9093,Not Valid
9094,Not Valid
9095,Not Valid
9096,Not Valid
9097,Not Valid
9098,Not Valid
9099,Not Valid
9100,Not Valid
9101,Not Valid
9102,Not Valid
9103,Not Valid
9104,Not Valid
9105,Not Valid
9106,Not Valid
9107,Not Valid
9108,Not Valid
9109,Not Valid
9110,Not Valid
9111,Not Valid
9112,Not Valid
9113,Not Valid
9114,Not Valid
9115,Not Valid
9116,Not Valid
9117,Not Valid
9118,Not Valid
9119,Not Valid
9120,Not Valid
9121,Not Valid
9122,Not Valid
9123,Not Valid
9124,Not Valid
9125,Not Valid
9126,Not Valid
9127,Not Valid
9128,Not Valid
9129,Not Valid
9130,Not Valid
9131,Not Valid
9132,Not Valid
9133,Not Valid
9134,Not Valid
9135,Not Valid
9136,Not Valid
9137,Not Valid
9138,Not Valid
9139,Not Valid
9140,Not Valid
9141,Not Valid
9142,Not Valid
9143,Not Valid
9144,Not Valid
9145,Not Valid
9146,Not Valid
9147,Not Valid
9148,Not Valid
9149,Not Valid
9150,Not Valid
9151,Not Valid
9152,Not Valid
9153,Not Valid
9154,Not Valid
9155,Not Valid
9156,Not Valid
9157,Not Valid
9158,Not Valid
9159,Not Valid
9160,Not Valid
9161,Not Valid
9162,Not Valid
9163,Not Valid
9164,Not Valid
9165,Not Valid
9166,Not Valid
9167,Not Valid
9168,Not Valid
9169,Not Valid
9170,Not Valid
9171,Not Valid
9172,Not Valid
9173,Not Valid
9174,Not Valid
9175,Not Valid
9176,Not Valid
9177,Not Valid
9178,Not Valid
9179,Not Valid
9180,Not Valid
9181,Not Valid
9182,Not Valid
9183,Not Valid
9184,Not Valid
9185,Not Valid
9186,Not Valid
9187,Not Valid
9188,Not Valid
9189,Not Valid
9190,Not Valid
9191,Not Valid
9192,Not Valid
9193,Not Valid
9194,Not Valid
9195,Not Valid
9196,Not Valid
9197,Not Valid
9198,Not Valid
9199,Not Valid
9200,Not Valid
9201,Not Valid
9202,Not Valid
9203,Not Valid
9204,Not Valid
9205,Not Valid
9206,Not Valid
9207,Not Valid
9208,Not Valid
9209,Not Valid
9210,Not Valid
9211,Not Valid
9212,Not Valid
9213,Not Valid
9214,Not Valid
9215,Not Valid
9216,Not Valid
9217,Not Valid
9218,Not Valid
9219,Not Valid
9220,Not Valid
9221,Not Valid
9222,Not Valid
9223,Not Valid
9224,Not Valid
9225,Not Valid
9226,Not Valid
9227,Not Valid
9228,Not Valid
9229,Not Valid
9230,Not Valid
9231,Not Valid
9232,Not Valid
9233,Not Valid
9234,Not Valid
9235,Not Valid
9236,Not Valid
9237,Not Valid
9238,Not Valid
9239,Not Valid
9240,Not Valid
9241,Not Valid
9242,Not Valid
9243,Not Valid
9244,Not Valid
9245,0.08941113948822021
9246,Not Valid
9247,Not Valid
9248,Not Valid
9249,Not Valid
9250,Not Valid
9251,Not Valid
9252,0.1082906723022461
9253,Not Valid
9254,Not Valid
9255,Not Valid
9256,Not Valid
9257,Not Valid
9258,Not Valid
9259,Not Valid
9260,Not Valid
9261,Not Valid
9262,Not Valid
9263,Not Valid
9264,Not Valid
9265,0.9791964292526245
9266,Not Valid
9267,Not Valid
9268,Not Valid
9269,Not Valid
9270,Not Valid
9271,Not Valid
9272,Not Valid
9273,Not Valid
9274,Not Valid
9275,Not Valid
9276,Not Valid
9277,Not Valid
9278,Not Valid
9279,Not Valid
9280,Not Valid
9281,Not Valid
9282,Not Valid
9283,0.7657266855239868
9284,Not Valid
9285,0.5
9286,Not Valid
9287,Not Valid
9288,Not Valid
9289,Not Valid
9290,Not Valid
9291,Not Valid
9292,Not Valid
9293,Not Valid
9294,Not Valid
9295,Not Valid
9296,Not Valid
9297,Not Valid
9298,Not Valid
9299,Not Valid
9300,Not Valid
9301,Not Valid
9302,Not Valid
9303,Not Valid
9304,Not Valid
9305,Not Valid
9306,Not Valid
9307,Not Valid
9308,Not Valid
9309,Not Valid
9310,Not Valid
9311,Not Valid
9312,Not Valid
9313,Not Valid
9314,Not Valid
9315,Not Valid
9316,Not Valid
9317,Not Valid
9318,Not Valid
9319,Not Valid
9320,Not Valid
9321,Not Valid
