,sentiments_y
3208,Not Valid
3209,Not Valid
3210,Not Valid
3211,Not Valid
3212,Not Valid
3213,Not Valid
3214,Not Valid
3215,Not Valid
3216,Not Valid
3217,Not Valid
3218,0.6782096028327942
3219,Not Valid
3220,Not Valid
3221,Not Valid
3222,Not Valid
3223,Not Valid
3224,Not Valid
3225,Not Valid
3226,Not Valid
3227,Not Valid
3228,Not Valid
3229,Not Valid
3230,0.21780064702033997
3231,Not Valid
3232,Not Valid
3233,Not Valid
3234,Not Valid
3235,Not Valid
3236,Not Valid
3237,Not Valid
3238,Not Valid
3239,Not Valid
3240,Not Valid
3241,Not Valid
3242,Not Valid
3243,Not Valid
3244,Not Valid
3245,Not Valid
3246,Not Valid
3247,0.9466589689254761
3248,0.9200443029403687
3249,Not Valid
3250,Not Valid
3251,Not Valid
3252,0.019111216068267822
3253,0.6989511251449585
3254,Not Valid
3255,Not Valid
3256,Not Valid
3257,Not Valid
3258,Not Valid
3259,Not Valid
3260,Not Valid
3261,Not Valid
3262,Not Valid
3263,Not Valid
3264,Not Valid
3265,Not Valid
3266,Not Valid
3267,Not Valid
3268,Not Valid
3269,Not Valid
3270,Not Valid
3271,Not Valid
3272,Not Valid
3273,Not Valid
3274,Not Valid
3275,Not Valid
3276,Not Valid
3277,Not Valid
3278,Not Valid
3279,Not Valid
3280,Not Valid
3281,Not Valid
3282,Not Valid
3283,Not Valid
3284,Not Valid
3285,Not Valid
3286,Not Valid
3287,Not Valid
3288,Not Valid
3289,Not Valid
3290,Not Valid
3291,Not Valid
3292,Not Valid
3293,Not Valid
3294,Not Valid
3295,Not Valid
3296,Not Valid
3297,Not Valid
3298,Not Valid
3299,Not Valid
3300,Not Valid
3301,Not Valid
3302,Not Valid
3303,Not Valid
3304,Not Valid
3305,Not Valid
3306,Not Valid
3307,Not Valid
3308,Not Valid
3309,Not Valid
3310,Not Valid
3311,Not Valid
3312,Not Valid
3313,0.8351629972457886
3314,Not Valid
3315,Not Valid
3316,Not Valid
3317,Not Valid
3318,Not Valid
3319,Not Valid
3320,Not Valid
3321,Not Valid
3322,Not Valid
3323,Not Valid
3324,Not Valid
3325,Not Valid
3326,Not Valid
3327,Not Valid
3328,Not Valid
3329,Not Valid
3330,Not Valid
3331,Not Valid
3332,Not Valid
3333,Not Valid
3334,Not Valid
3335,Not Valid
3336,0.5
3337,Not Valid
3338,Not Valid
3339,Not Valid
3340,Not Valid
3341,Not Valid
3342,Not Valid
3343,Not Valid
3344,Not Valid
3345,Not Valid
3346,Not Valid
3347,Not Valid
3348,Not Valid
3349,Not Valid
3350,Not Valid
3351,Not Valid
3352,Not Valid
3353,Not Valid
3354,Not Valid
3355,Not Valid
3356,Not Valid
3357,Not Valid
3358,Not Valid
3359,Not Valid
3360,Not Valid
3361,Not Valid
3362,Not Valid
3363,Not Valid
3364,Not Valid
3365,Not Valid
3366,Not Valid
3367,Not Valid
3368,Not Valid
3369,Not Valid
3370,Not Valid
3371,Not Valid
3372,Not Valid
3373,Not Valid
3374,Not Valid
3375,Not Valid
3376,Not Valid
3377,Not Valid
3378,Not Valid
3379,Not Valid
3380,Not Valid
3381,Not Valid
3382,Not Valid
3383,Not Valid
3384,Not Valid
3385,Not Valid
3386,Not Valid
3387,Not Valid
3388,Not Valid
3389,Not Valid
3390,Not Valid
3391,Not Valid
3392,Not Valid
3393,Not Valid
3394,Not Valid
3395,Not Valid
3396,Not Valid
3397,Not Valid
3398,Not Valid
3399,Not Valid
3400,Not Valid
3401,Not Valid
3402,Not Valid
3403,Not Valid
3404,Not Valid
3405,Not Valid
3406,Not Valid
3407,Not Valid
3408,Not Valid
3409,Not Valid
3410,Not Valid
3411,Not Valid
3412,Not Valid
3413,Not Valid
3414,Not Valid
3415,Not Valid
3416,Not Valid
3417,Not Valid
3418,Not Valid
3419,Not Valid
3420,Not Valid
3421,Not Valid
3422,Not Valid
3423,Not Valid
3424,Not Valid
3425,Not Valid
3426,Not Valid
3427,Not Valid
3428,Not Valid
3429,Not Valid
3430,Not Valid
3431,Not Valid
3432,Not Valid
3433,Not Valid
3434,Not Valid
3435,Not Valid
3436,Not Valid
3437,Not Valid
3438,Not Valid
3439,Not Valid
3440,Not Valid
3441,Not Valid
3442,Not Valid
3443,Not Valid
3444,Not Valid
3445,Not Valid
3446,0.5
3447,Not Valid
3448,Not Valid
3449,Not Valid
3450,Not Valid
3451,Not Valid
3452,Not Valid
3453,Not Valid
3454,Not Valid
3455,Not Valid
3456,Not Valid
3457,Not Valid
3458,Not Valid
3459,Not Valid
3460,Not Valid
3461,Not Valid
3462,Not Valid
3463,Not Valid
3464,Not Valid
3465,Not Valid
3466,Not Valid
3467,Not Valid
3468,Not Valid
3469,Not Valid
3470,Not Valid
3471,Not Valid
3472,Not Valid
3473,Not Valid
3474,Not Valid
3475,Not Valid
3476,Not Valid
3477,Not Valid
3478,Not Valid
3479,Not Valid
3480,Not Valid
3481,Not Valid
3482,Not Valid
3483,Not Valid
3484,Not Valid
3485,Not Valid
3486,Not Valid
3487,Not Valid
3488,Not Valid
3489,Not Valid
3490,Not Valid
3491,Not Valid
3492,Not Valid
3493,Not Valid
3494,Not Valid
3495,Not Valid
3496,Not Valid
3497,Not Valid
3498,Not Valid
3499,Not Valid
3500,Not Valid
3501,Not Valid
3502,Not Valid
3503,Not Valid
3504,Not Valid
3505,Not Valid
3506,Not Valid
3507,Not Valid
3508,Not Valid
3509,Not Valid
3510,Not Valid
3511,Not Valid
3512,Not Valid
3513,Not Valid
3514,Not Valid
3515,Not Valid
3516,Not Valid
3517,Not Valid
3518,Not Valid
3519,Not Valid
3520,Not Valid
3521,Not Valid
3522,Not Valid
3523,Not Valid
3524,Not Valid
3525,Not Valid
3526,Not Valid
3527,Not Valid
3528,Not Valid
3529,Not Valid
3530,Not Valid
3531,Not Valid
3532,Not Valid
3533,Not Valid
3534,Not Valid
3535,Not Valid
3536,Not Valid
3537,Not Valid
3538,Not Valid
3539,Not Valid
3540,Not Valid
3541,Not Valid
3542,Not Valid
3543,Not Valid
3544,Not Valid
3545,Not Valid
3546,Not Valid
3547,Not Valid
3548,Not Valid
3549,Not Valid
3550,Not Valid
3551,Not Valid
3552,Not Valid
3553,Not Valid
3554,Not Valid
3555,Not Valid
3556,Not Valid
3557,Not Valid
3558,Not Valid
3559,Not Valid
3560,Not Valid
3561,Not Valid
3562,Not Valid
3563,Not Valid
3564,Not Valid
3565,Not Valid
3566,Not Valid
3567,Not Valid
3568,Not Valid
3569,Not Valid
3570,Not Valid
3571,Not Valid
3572,Not Valid
3573,Not Valid
3574,Not Valid
3575,Not Valid
3576,Not Valid
3577,Not Valid
3578,Not Valid
3579,Not Valid
3580,Not Valid
3581,Not Valid
3582,Not Valid
3583,Not Valid
3584,Not Valid
3585,Not Valid
3586,Not Valid
3587,Not Valid
3588,Not Valid
3589,Not Valid
3590,Not Valid
3591,Not Valid
3592,Not Valid
3593,Not Valid
3594,Not Valid
3595,Not Valid
3596,Not Valid
3597,Not Valid
3598,Not Valid
3599,Not Valid
3600,Not Valid
3601,Not Valid
3602,Not Valid
3603,Not Valid
3604,Not Valid
3605,Not Valid
3606,Not Valid
3607,Not Valid
3608,Not Valid
3609,Not Valid
3610,Not Valid
3611,Not Valid
3612,Not Valid
3613,Not Valid
3614,Not Valid
3615,Not Valid
3616,Not Valid
3617,Not Valid
3618,Not Valid
3619,Not Valid
3620,Not Valid
3621,Not Valid
3622,Not Valid
3623,Not Valid
3624,Not Valid
3625,Not Valid
3626,Not Valid
3627,Not Valid
3628,Not Valid
3629,Not Valid
3630,Not Valid
3631,Not Valid
3632,Not Valid
3633,Not Valid
3634,Not Valid
3635,Not Valid
3636,Not Valid
3637,Not Valid
3638,Not Valid
3639,Not Valid
3640,Not Valid
3641,Not Valid
3642,Not Valid
3643,Not Valid
3644,Not Valid
3645,Not Valid
3646,Not Valid
3647,Not Valid
3648,Not Valid
3649,Not Valid
3650,Not Valid
3651,Not Valid
3652,Not Valid
3653,Not Valid
3654,Not Valid
3655,Not Valid
3656,Not Valid
3657,Not Valid
3658,Not Valid
3659,Not Valid
3660,Not Valid
3661,Not Valid
3662,Not Valid
3663,Not Valid
3664,Not Valid
3665,Not Valid
3666,Not Valid
3667,Not Valid
3668,Not Valid
3669,Not Valid
3670,Not Valid
3671,Not Valid
3672,Not Valid
3673,Not Valid
3674,Not Valid
3675,Not Valid
3676,Not Valid
3677,Not Valid
3678,Not Valid
3679,Not Valid
3680,Not Valid
3681,Not Valid
3682,Not Valid
3683,Not Valid
3684,Not Valid
3685,Not Valid
3686,Not Valid
3687,Not Valid
3688,Not Valid
3689,Not Valid
3690,Not Valid
3691,Not Valid
3692,Not Valid
3693,Not Valid
3694,Not Valid
3695,Not Valid
3696,Not Valid
3697,Not Valid
3698,Not Valid
3699,Not Valid
3700,Not Valid
3701,Not Valid
3702,Not Valid
3703,Not Valid
3704,Not Valid
3705,Not Valid
3706,Not Valid
3707,Not Valid
3708,Not Valid
3709,Not Valid
3710,Not Valid
3711,Not Valid
3712,Not Valid
3713,Not Valid
3714,Not Valid
3715,Not Valid
3716,Not Valid
3717,Not Valid
3718,Not Valid
3719,Not Valid
3720,Not Valid
3721,Not Valid
3722,Not Valid
3723,Not Valid
3724,Not Valid
3725,Not Valid
3726,Not Valid
3727,Not Valid
3728,Not Valid
3729,Not Valid
3730,Not Valid
3731,Not Valid
3732,Not Valid
3733,Not Valid
3734,Not Valid
3735,Not Valid
3736,Not Valid
3737,Not Valid
3738,Not Valid
3739,0.8968548774719238
3740,0.20975756645202637
3741,Not Valid
3742,Not Valid
3743,Not Valid
3744,Not Valid
3745,Not Valid
3746,Not Valid
3747,Not Valid
3748,Not Valid
3749,Not Valid
3750,Not Valid
3751,Not Valid
3752,Not Valid
3753,Not Valid
3754,Not Valid
3755,Not Valid
3756,Not Valid
3757,Not Valid
3758,Not Valid
3759,Not Valid
3760,Not Valid
3761,Not Valid
3762,Not Valid
3763,Not Valid
3764,Not Valid
3765,Not Valid
3766,Not Valid
3767,Not Valid
3768,Not Valid
3769,Not Valid
3770,Not Valid
3771,Not Valid
3772,Not Valid
3773,Not Valid
3774,Not Valid
3775,Not Valid
3776,Not Valid
3777,Not Valid
3778,Not Valid
3779,Not Valid
3780,Not Valid
3781,Not Valid
3782,Not Valid
3783,Not Valid
3784,Not Valid
3785,Not Valid
3786,Not Valid
3787,Not Valid
3788,Not Valid
3789,Not Valid
3790,Not Valid
3791,Not Valid
3792,Not Valid
3793,Not Valid
3794,Not Valid
3795,Not Valid
3796,Not Valid
3797,Not Valid
3798,Not Valid
3799,Not Valid
3800,Not Valid
3801,Not Valid
3802,Not Valid
3803,Not Valid
3804,Not Valid
3805,Not Valid
3806,Not Valid
3807,Not Valid
3808,Not Valid
3809,Not Valid
3810,Not Valid
3811,Not Valid
3812,Not Valid
3813,Not Valid
3814,Not Valid
3815,Not Valid
3816,Not Valid
3817,Not Valid
3818,Not Valid
3819,Not Valid
3820,Not Valid
3821,Not Valid
3822,Not Valid
3823,Not Valid
3824,Not Valid
3825,Not Valid
3826,Not Valid
3827,Not Valid
3828,Not Valid
3829,Not Valid
3830,Not Valid
3831,Not Valid
3832,Not Valid
3833,Not Valid
3834,Not Valid
3835,Not Valid
3836,Not Valid
3837,Not Valid
3838,Not Valid
3839,Not Valid
3840,Not Valid
3841,Not Valid
3842,Not Valid
3843,Not Valid
3844,Not Valid
3845,Not Valid
3846,Not Valid
3847,Not Valid
3848,Not Valid
3849,Not Valid
3850,Not Valid
3851,Not Valid
3852,Not Valid
3853,Not Valid
3854,Not Valid
3855,Not Valid
3856,Not Valid
3857,Not Valid
3858,Not Valid
3859,Not Valid
3860,Not Valid
3861,Not Valid
3862,Not Valid
3863,Not Valid
3864,Not Valid
3865,Not Valid
3866,Not Valid
3867,Not Valid
3868,Not Valid
3869,Not Valid
3870,Not Valid
3871,Not Valid
3872,Not Valid
3873,Not Valid
3874,Not Valid
3875,Not Valid
3876,Not Valid
3877,Not Valid
3878,Not Valid
3879,Not Valid
3880,Not Valid
3881,Not Valid
3882,Not Valid
3883,Not Valid
3884,Not Valid
3885,Not Valid
3886,Not Valid
3887,Not Valid
3888,Not Valid
3889,Not Valid
3890,Not Valid
3891,Not Valid
3892,Not Valid
3893,Not Valid
3894,Not Valid
3895,Not Valid
3896,Not Valid
3897,Not Valid
3898,Not Valid
3899,Not Valid
3900,Not Valid
3901,Not Valid
3902,Not Valid
3903,Not Valid
3904,Not Valid
3905,Not Valid
3906,Not Valid
3907,Not Valid
3908,Not Valid
3909,Not Valid
3910,Not Valid
3911,Not Valid
3912,Not Valid
3913,Not Valid
3914,Not Valid
3915,Not Valid
3916,Not Valid
3917,Not Valid
3918,Not Valid
3919,Not Valid
3920,Not Valid
3921,Not Valid
3922,Not Valid
3923,Not Valid
3924,Not Valid
3925,Not Valid
3926,Not Valid
3927,Not Valid
3928,Not Valid
3929,Not Valid
3930,Not Valid
3931,Not Valid
3932,Not Valid
3933,Not Valid
3934,Not Valid
3935,Not Valid
3936,Not Valid
3937,Not Valid
3938,Not Valid
3939,Not Valid
3940,Not Valid
3941,Not Valid
3942,Not Valid
3943,Not Valid
3944,Not Valid
3945,Not Valid
3946,Not Valid
3947,Not Valid
3948,Not Valid
3949,Not Valid
3950,Not Valid
3951,Not Valid
3952,Not Valid
3953,Not Valid
3954,Not Valid
3955,Not Valid
3956,Not Valid
3957,Not Valid
3958,Not Valid
3959,Not Valid
3960,Not Valid
3961,Not Valid
3962,Not Valid
3963,Not Valid
3964,Not Valid
3965,Not Valid
3966,Not Valid
3967,Not Valid
3968,Not Valid
3969,Not Valid
3970,Not Valid
3971,Not Valid
3972,Not Valid
3973,Not Valid
3974,Not Valid
3975,Not Valid
3976,Not Valid
3977,Not Valid
3978,Not Valid
3979,Not Valid
3980,Not Valid
3981,Not Valid
3982,Not Valid
3983,Not Valid
3984,Not Valid
3985,Not Valid
3986,Not Valid
3987,Not Valid
3988,Not Valid
3989,Not Valid
3990,Not Valid
3991,Not Valid
3992,Not Valid
3993,Not Valid
3994,Not Valid
3995,Not Valid
3996,Not Valid
3997,Not Valid
3998,Not Valid
3999,Not Valid
4000,Not Valid
4001,Not Valid
4002,Not Valid
4003,Not Valid
4004,Not Valid
4005,Not Valid
4006,Not Valid
4007,Not Valid
4008,Not Valid
4009,Not Valid
4010,Not Valid
4011,Not Valid
4012,Not Valid
4013,Not Valid
4014,Not Valid
4015,Not Valid
4016,Not Valid
4017,Not Valid
4018,Not Valid
4019,Not Valid
4020,Not Valid
4021,Not Valid
4022,Not Valid
4023,Not Valid
4024,Not Valid
4025,Not Valid
4026,Not Valid
4027,Not Valid
4028,Not Valid
4029,Not Valid
4030,Not Valid
4031,Not Valid
4032,Not Valid
4033,Not Valid
4034,Not Valid
4035,Not Valid
4036,Not Valid
4037,Not Valid
4038,Not Valid
4039,Not Valid
4040,Not Valid
4041,Not Valid
4042,Not Valid
4043,Not Valid
4044,0.5
4045,Not Valid
4046,Not Valid
4047,Not Valid
4048,Not Valid
4049,Not Valid
4050,Not Valid
4051,Not Valid
4052,Not Valid
4053,Not Valid
4054,Not Valid
4055,Not Valid
4056,Not Valid
4057,Not Valid
4058,Not Valid
4059,Not Valid
4060,Not Valid
4061,Not Valid
4062,Not Valid
4063,Not Valid
4064,Not Valid
4065,Not Valid
4066,Not Valid
4067,Not Valid
4068,Not Valid
4069,Not Valid
4070,Not Valid
4071,Not Valid
4072,Not Valid
4073,Not Valid
4074,Not Valid
4075,Not Valid
4076,Not Valid
4077,Not Valid
4078,Not Valid
4079,Not Valid
4080,Not Valid
4081,Not Valid
4082,Not Valid
4083,Not Valid
4084,Not Valid
4085,Not Valid
4086,0.888887882232666
4087,Not Valid
4088,Not Valid
4089,Not Valid
4090,Not Valid
4091,Not Valid
4092,Not Valid
4093,Not Valid
4094,Not Valid
4095,Not Valid
4096,Not Valid
4097,Not Valid
4098,Not Valid
4099,Not Valid
4100,Not Valid
4101,Not Valid
4102,Not Valid
4103,Not Valid
4104,Not Valid
4105,Not Valid
4106,Not Valid
4107,Not Valid
4108,Not Valid
4109,Not Valid
4110,Not Valid
4111,Not Valid
4112,Not Valid
4113,Not Valid
4114,Not Valid
4115,Not Valid
4116,Not Valid
4117,Not Valid
4118,Not Valid
4119,Not Valid
4120,Not Valid
4121,Not Valid
4122,Not Valid
4123,Not Valid
4124,Not Valid
4125,Not Valid
4126,Not Valid
4127,Not Valid
4128,Not Valid
4129,Not Valid
4130,Not Valid
4131,Not Valid
4132,Not Valid
4133,Not Valid
4134,Not Valid
4135,Not Valid
4136,Not Valid
4137,Not Valid
4138,Not Valid
4139,Not Valid
4140,Not Valid
4141,Not Valid
4142,Not Valid
4143,Not Valid
4144,Not Valid
4145,Not Valid
4146,Not Valid
4147,Not Valid
4148,Not Valid
4149,Not Valid
4150,Not Valid
4151,Not Valid
4152,Not Valid
4153,Not Valid
4154,Not Valid
4155,Not Valid
4156,Not Valid
4157,Not Valid
4158,Not Valid
4159,Not Valid
4160,Not Valid
4161,Not Valid
4162,Not Valid
4163,Not Valid
4164,Not Valid
4165,Not Valid
4166,Not Valid
4167,Not Valid
4168,Not Valid
4169,Not Valid
4170,Not Valid
4171,Not Valid
4172,Not Valid
4173,Not Valid
4174,Not Valid
4175,Not Valid
4176,Not Valid
4177,Not Valid
4178,Not Valid
4179,Not Valid
4180,Not Valid
4181,Not Valid
4182,Not Valid
4183,Not Valid
4184,Not Valid
4185,Not Valid
4186,Not Valid
4187,Not Valid
4188,Not Valid
4189,Not Valid
4190,Not Valid
4191,Not Valid
4192,Not Valid
4193,Not Valid
4194,Not Valid
4195,Not Valid
4196,Not Valid
4197,Not Valid
4198,Not Valid
4199,Not Valid
4200,Not Valid
4201,Not Valid
4202,Not Valid
4203,Not Valid
4204,Not Valid
4205,Not Valid
4206,Not Valid
4207,Not Valid
4208,Not Valid
4209,Not Valid
4210,Not Valid
4211,Not Valid
4212,Not Valid
4213,Not Valid
4214,Not Valid
4215,Not Valid
4216,Not Valid
4217,Not Valid
4218,Not Valid
4219,Not Valid
4220,Not Valid
4221,Not Valid
4222,Not Valid
4223,Not Valid
4224,Not Valid
4225,Not Valid
4226,Not Valid
4227,Not Valid
4228,Not Valid
4229,Not Valid
4230,Not Valid
4231,Not Valid
4232,Not Valid
4233,Not Valid
4234,Not Valid
4235,Not Valid
4236,Not Valid
4237,Not Valid
4238,Not Valid
4239,Not Valid
4240,Not Valid
4241,Not Valid
4242,Not Valid
4243,Not Valid
4244,Not Valid
4245,Not Valid
4246,Not Valid
4247,Not Valid
4248,Not Valid
4249,Not Valid
4250,Not Valid
4251,Not Valid
4252,Not Valid
4253,0.9620958566665649
4254,Not Valid
4255,Not Valid
4256,Not Valid
4257,Not Valid
4258,Not Valid
4259,Not Valid
4260,Not Valid
4261,Not Valid
4262,Not Valid
4263,Not Valid
4264,Not Valid
4265,Not Valid
4266,Not Valid
4267,Not Valid
4268,Not Valid
4269,Not Valid
4270,Not Valid
4271,Not Valid
4272,Not Valid
4273,Not Valid
4274,Not Valid
4275,Not Valid
4276,Not Valid
4277,Not Valid
4278,Not Valid
4279,Not Valid
4280,Not Valid
4281,Not Valid
4282,Not Valid
4283,Not Valid
4284,Not Valid
4285,Not Valid
4286,Not Valid
4287,Not Valid
4288,Not Valid
4289,Not Valid
4290,Not Valid
4291,Not Valid
4292,Not Valid
4293,Not Valid
4294,Not Valid
4295,Not Valid
4296,Not Valid
4297,0.5
4298,Not Valid
4299,Not Valid
4300,0.7711937427520752
4301,Not Valid
4302,Not Valid
4303,Not Valid
4304,Not Valid
4305,Not Valid
4306,Not Valid
4307,Not Valid
4308,Not Valid
4309,Not Valid
4310,Not Valid
4311,Not Valid
4312,Not Valid
4313,Not Valid
4314,Not Valid
4315,Not Valid
4316,Not Valid
4317,Not Valid
4318,Not Valid
4319,Not Valid
4320,Not Valid
4321,Not Valid
4322,0.8641051054000854
4323,Not Valid
4324,Not Valid
4325,Not Valid
4326,Not Valid
4327,Not Valid
4328,Not Valid
4329,Not Valid
4330,Not Valid
4331,Not Valid
4332,Not Valid
4333,Not Valid
4334,Not Valid
4335,Not Valid
4336,Not Valid
4337,Not Valid
4338,Not Valid
4339,Not Valid
4340,Not Valid
4341,Not Valid
4342,Not Valid
4343,Not Valid
4344,Not Valid
4345,Not Valid
4346,Not Valid
4347,Not Valid
4348,Not Valid
4349,Not Valid
4350,Not Valid
4351,Not Valid
4352,Not Valid
4353,Not Valid
4354,Not Valid
4355,Not Valid
4356,Not Valid
4357,0.2585894465446472
4358,Not Valid
4359,Not Valid
4360,Not Valid
4361,Not Valid
4362,Not Valid
4363,Not Valid
4364,Not Valid
4365,Not Valid
4366,Not Valid
4367,Not Valid
4368,Not Valid
4369,Not Valid
4370,Not Valid
4371,Not Valid
4372,Not Valid
4373,Not Valid
4374,Not Valid
4375,Not Valid
4376,Not Valid
4377,Not Valid
4378,Not Valid
4379,Not Valid
4380,Not Valid
4381,Not Valid
4382,Not Valid
4383,Not Valid
4384,Not Valid
4385,Not Valid
4386,Not Valid
4387,Not Valid
4388,Not Valid
4389,Not Valid
4390,Not Valid
4391,Not Valid
4392,Not Valid
4393,Not Valid
4394,Not Valid
4395,Not Valid
4396,Not Valid
4397,Not Valid
4398,Not Valid
4399,Not Valid
4400,Not Valid
4401,Not Valid
4402,Not Valid
4403,Not Valid
4404,Not Valid
4405,Not Valid
4406,Not Valid
4407,Not Valid
4408,Not Valid
4409,Not Valid
4410,0.24086818099021912
4411,0.9312066435813904
4412,0.09924787282943726
4413,Not Valid
4414,0.7926024198532104
4415,Not Valid
4416,Not Valid
4417,0.7590843439102173
4418,Not Valid
4419,Not Valid
4420,Not Valid
4421,Not Valid
4422,Not Valid
4423,Not Valid
4424,Not Valid
4425,Not Valid
4426,Not Valid
4427,Not Valid
4428,Not Valid
4429,Not Valid
4430,Not Valid
4431,Not Valid
4432,Not Valid
4433,Not Valid
4434,Not Valid
4435,Not Valid
4436,Not Valid
4437,Not Valid
4438,Not Valid
4439,Not Valid
4440,Not Valid
4441,Not Valid
4442,Not Valid
4443,Not Valid
4444,Not Valid
4445,Not Valid
4446,Not Valid
4447,Not Valid
4448,Not Valid
4449,Not Valid
4450,Not Valid
4451,Not Valid
4452,Not Valid
4453,Not Valid
4454,Not Valid
4455,Not Valid
4456,Not Valid
4457,Not Valid
4458,Not Valid
4459,Not Valid
4460,Not Valid
4461,Not Valid
4462,Not Valid
4463,Not Valid
4464,Not Valid
4465,Not Valid
4466,Not Valid
4467,Not Valid
4468,Not Valid
4469,Not Valid
4470,Not Valid
4471,Not Valid
4472,Not Valid
4473,Not Valid
4474,Not Valid
4475,Not Valid
4476,Not Valid
4477,Not Valid
4478,Not Valid
4479,Not Valid
4480,Not Valid
4481,Not Valid
4482,Not Valid
4483,Not Valid
4484,Not Valid
4485,Not Valid
4486,Not Valid
4487,Not Valid
4488,Not Valid
4489,Not Valid
4490,Not Valid
4491,Not Valid
4492,Not Valid
4493,Not Valid
4494,Not Valid
4495,Not Valid
4496,Not Valid
4497,Not Valid
4498,Not Valid
4499,Not Valid
4500,Not Valid
4501,Not Valid
4502,Not Valid
4503,Not Valid
4504,Not Valid
4505,Not Valid
4506,Not Valid
4507,Not Valid
4508,Not Valid
4509,Not Valid
4510,Not Valid
4511,Not Valid
4512,Not Valid
4513,Not Valid
4514,Not Valid
4515,Not Valid
4516,Not Valid
4517,Not Valid
4518,Not Valid
4519,Not Valid
4520,Not Valid
4521,Not Valid
4522,Not Valid
4523,Not Valid
4524,Not Valid
4525,Not Valid
4526,Not Valid
4527,Not Valid
4528,Not Valid
4529,Not Valid
4530,Not Valid
4531,Not Valid
4532,Not Valid
4533,Not Valid
4534,Not Valid
4535,Not Valid
4536,Not Valid
4537,Not Valid
4538,Not Valid
4539,Not Valid
4540,Not Valid
4541,Not Valid
4542,Not Valid
4543,Not Valid
4544,Not Valid
4545,Not Valid
4546,Not Valid
4547,Not Valid
4548,Not Valid
4549,Not Valid
4550,Not Valid
4551,Not Valid
4552,Not Valid
4553,Not Valid
4554,Not Valid
4555,Not Valid
4556,Not Valid
4557,Not Valid
4558,Not Valid
4559,Not Valid
4560,Not Valid
4561,Not Valid
4562,Not Valid
4563,Not Valid
4564,Not Valid
4565,Not Valid
4566,Not Valid
4567,Not Valid
4568,Not Valid
4569,Not Valid
4570,Not Valid
4571,Not Valid
4572,Not Valid
4573,Not Valid
4574,Not Valid
4575,Not Valid
4576,Not Valid
4577,Not Valid
4578,Not Valid
4579,Not Valid
4580,Not Valid
4581,Not Valid
4582,Not Valid
4583,Not Valid
4584,Not Valid
4585,Not Valid
4586,Not Valid
4587,Not Valid
4588,Not Valid
4589,Not Valid
4590,Not Valid
4591,Not Valid
4592,Not Valid
4593,Not Valid
4594,Not Valid
4595,Not Valid
4596,Not Valid
4597,Not Valid
4598,Not Valid
4599,Not Valid
4600,Not Valid
4601,Not Valid
4602,Not Valid
4603,Not Valid
4604,Not Valid
4605,Not Valid
4606,Not Valid
4607,Not Valid
4608,Not Valid
4609,Not Valid
4610,Not Valid
4611,Not Valid
4612,Not Valid
4613,Not Valid
4614,Not Valid
4615,Not Valid
4616,Not Valid
4617,Not Valid
4618,Not Valid
4619,Not Valid
4620,Not Valid
4621,Not Valid
4622,Not Valid
4623,Not Valid
4624,Not Valid
4625,Not Valid
4626,Not Valid
4627,Not Valid
4628,Not Valid
4629,Not Valid
4630,Not Valid
4631,Not Valid
4632,Not Valid
4633,Not Valid
4634,Not Valid
4635,Not Valid
4636,Not Valid
4637,Not Valid
4638,Not Valid
4639,Not Valid
4640,Not Valid
4641,Not Valid
4642,Not Valid
4643,Not Valid
4644,Not Valid
4645,Not Valid
4646,Not Valid
4647,Not Valid
4648,Not Valid
4649,Not Valid
4650,Not Valid
4651,Not Valid
4652,Not Valid
4653,Not Valid
4654,Not Valid
4655,Not Valid
4656,Not Valid
4657,Not Valid
4658,Not Valid
4659,Not Valid
4660,Not Valid
4661,Not Valid
4662,Not Valid
4663,Not Valid
4664,Not Valid
4665,Not Valid
4666,Not Valid
4667,Not Valid
4668,Not Valid
4669,Not Valid
4670,Not Valid
4671,Not Valid
4672,Not Valid
4673,Not Valid
4674,Not Valid
4675,Not Valid
4676,Not Valid
4677,Not Valid
4678,Not Valid
4679,Not Valid
4680,Not Valid
4681,Not Valid
4682,Not Valid
4683,Not Valid
4684,Not Valid
4685,Not Valid
4686,Not Valid
4687,Not Valid
4688,Not Valid
4689,Not Valid
4690,Not Valid
4691,Not Valid
4692,Not Valid
4693,Not Valid
4694,Not Valid
4695,Not Valid
4696,Not Valid
4697,Not Valid
4698,Not Valid
4699,Not Valid
4700,Not Valid
4701,Not Valid
4702,Not Valid
4703,Not Valid
4704,Not Valid
4705,Not Valid
4706,Not Valid
4707,Not Valid
4708,Not Valid
4709,Not Valid
4710,Not Valid
4711,Not Valid
4712,Not Valid
4713,Not Valid
4714,Not Valid
4715,Not Valid
4716,Not Valid
4717,Not Valid
4718,Not Valid
4719,Not Valid
4720,Not Valid
4721,Not Valid
4722,Not Valid
4723,Not Valid
4724,Not Valid
4725,Not Valid
4726,Not Valid
4727,Not Valid
4728,Not Valid
4729,Not Valid
4730,Not Valid
4731,Not Valid
4732,Not Valid
4733,Not Valid
4734,Not Valid
4735,Not Valid
4736,Not Valid
4737,Not Valid
4738,Not Valid
4739,Not Valid
4740,Not Valid
4741,Not Valid
4742,Not Valid
4743,Not Valid
4744,Not Valid
4745,Not Valid
4746,Not Valid
4747,Not Valid
4748,Not Valid
4749,Not Valid
4750,Not Valid
4751,Not Valid
4752,Not Valid
4753,Not Valid
4754,Not Valid
4755,Not Valid
4756,Not Valid
